prompt,dataset,label
liberals reaching peak desperation call phillipruddock talk turnbull convince help wentworthvotes 18 sept 2018 auspol lnp nswpol lnpmemes,olid,0
gun control takes guns law abiding citizens,olid,0
maga sounds fair,olid,0
huniachiweek matter going today past days situation never permanent god going change life good trust believe able please read,olid,0
gutierrez always nothing racebaiter,olid,0
europaleague song eu cash remaining chips p ss played cards liberals u brexiteers trump takes nice eh life better everyone,olid,0
america tear wall tcot partisanship trump thewall borderwall liberty civilsociety think conservatives democrats progressives liberals independent libertarians gop dnc criticalthinking,olid,0
liberalismisamentaldisorder hypocrites democratshateamerica democratsaredangerous everything liberals touch turns absolute shit,olid,0
florence looks like getting ready explode notice eye starting reappear,olid,0
meetthespeakers present event oiw 2018 finpact global impact financial technologies senior advisor group sustainable finance worked green energy climate risk join us meet thina oiw 2018,olid,0
wce love life best thing ever happened girlfriend also best friend know alot heart breaks baby break heart p yes cropped r truth,olid,0
bet lot safer sex tho one kids cant moms get dicked,olid,0
trump may many things entertaining thanks twitter,olid,0
backto 60 onevoice 1950swomen 1950sbornwomen took six years pensions agree need pensions back,olid,0
2a gun control kills people need concealed carry,olid,0
haveyoursay live garston jane wants hear views location new community police station proposing open new accessible community base south liverpool nhs treatment centre church road think,olid,0
9 9 2018 7 00 pm temp 65 4 dew pt 51 1 barometer 29 997 inches rain 0 00 wind 1 8 mph hi 69 0 2 35 pm low 59 8 7 20,olid,0
idiots nothing beneath lol fools liberals maga kag,olid,0
conservatives like old garbage bags blowing wind old garbage bag,olid,0
omg real happened peru like 40 years ago inti devaluated fucking much comoletely change coin system money worthless,olid,0
talks vyvx cloud connect offering secure reliable connectivity direct connect via,olid,0
stated talk zionist involvement 9 11 metaphysical masturbation disinformation agent taking advantage people lesser intellect ashamed zionel,olid,0
thenunmovie scary thought would clearly critics think terrifyingly creepy like ties theconjuring series,olid,0
halloween sign reading creepingup behind wood wall decoration tmtinsta cwsigns via,olid,0
nyfw cause class act getcho wack ass outta,olid,0
phone fucking dumb,olid,0
cnn ruthlessly continues fakenews onslot honest analysis right tcot cnn nra massshooting cnnisfakenews conservatives fakenewsmedia fakenews pba fakenewscnn,olid,0
cancer hate crime actual crime victim called crime malum se hate crime socially engineered programming control people behavior like gun control changemymind,olid,0
totallyblogging want know keep focus blogging easier said done start take look stop quitting ukbloggers fbloggers bbloggers lbloggers,olid,0
worrying thing teaching young adults,olid,0
gun control nothing people control left wants gun control want us little guys armed able defend makes harder get us behind barbed wire fences saw north korea,olid,0
david miliband davidmiliband flew away newyork us liberals democrats flee corbynists hatred jews,olid,0
fauxprogressives done corruptdemocrats years proof ocasio cortez endorses cuomo cuomo flips progressives via liberals corybooker ocasiocortez,olid,0
spending speed money saving atlest 15 earn start today look income expenses find start cut back get 15 save,olid,0
choosecruz let ca ny liberals dontcamytexas,olid,0
levi strauss never afraid take unpopular stand support greater good shut manufacturing america even news story happened maybe right unpopular,olid,0
60 world population live cities 2030 finding solutions help people move freely sustainably global priority electricscooters key role play climateaction airquality mobility read study,olid,0
climatchange ticks conservatives hard belief system rain toadstools locusts problem much actual rain unbelievable good article full quotes words via,olid,0
maga kag 2018 u becomes eu top supplier soybeans strengthening president trump trade deal,olid,0
bakersfield need gun control sorry victims gunman hope rots hell,olid,0
give me three raghead desert fuckers i can teach and whip those fuckers into americanism,hate_xplain,0
hell yeah proof that the anti q trolls here are fake alt right kike dick suckers,hate_xplain,0
police have always hated pakis up until recently now the police are using pakis to shiw how pc they are but yes police have always hated pakis and white girls seen with them i can assure you no one likes pakis when i was growing up because they are vile people,hate_xplain,0
i can barely go out into society anymore i basically just buy food from the beaner filled store pay all bills online then spend the day talking shit online like a coward what a life,hate_xplain,0
you know sacramento is ghetto as fuck when you ’ re not even faced by homeless crackheads tryin to jump of capitol bridge,hate_xplain,0
announcement weakens security breaks america word isolates us from allies puts israel at risk empowers iran hardliners and reduces our global leverage to address tehran misbehavior while damaging the ability of future administrations to make international agreements kerry the muzzie said in his statement i call b kerry,hate_xplain,0
this site still sucks nigger dick,hate_xplain,0
the klintoons and ovomit should die in prison together ovomit van be the klintoon house nigger hilree must be pissed that a nigger beat her for president,hate_xplain,0
canada is run by the retarded asshole justin trudeau who is turning it into a frozen islamic shithole,hate_xplain,0
<number> pervs and a muzzie bitch,hate_xplain,0
currynigger and known race traitor <user> has now hit the force unfollow button on me <number> times in the last <number> hours this little freeway shitstain can not pull off even pretending to be pro speech it just wants to cut things into swiss cheese safespace hugboxes for it weakminded little self gab fam,hate_xplain,0
trumps 1 st <number> days in office <number> repeal husseincare <number> defund un and sancuary cities <number> extreme vetting on muslim pigs <number> <number> trill budget to rebuild america ghetto <number> make in usa initiative maga donaldtrump makeamericagreatagain,hate_xplain,0
u genetic jews will not b genociding white adults and our white babies for much longer that what i predict anyway u filthy kikes bruce kenneway,hate_xplain,0
ricky vaughn uses his anonymity to say the words nigger and faggot without repercussions and so many people on gab love it lol,hate_xplain,0
smiling after such a tragedy our country is truly sick fuckin spic shooters,hate_xplain,0
give a nigger an inch they take a mile lol retarded creatures they fuck themselves over every time,hate_xplain,0
do not like trump kike connection,hate_xplain,0
i know im too young to carry a gun but does not the 2 nd amendment give me the constitutional right to defend myself by smearing wet dog shit on little toddler niglet girls who wander away from their teenage alcoholic drug addicted single mothers 🇺 🇸 ✝️ 🇺 🇸 ✝️ 🇺 🇸 ✝️,hate_xplain,0
a kike and an infamous boy buggering faggot every single time,hate_xplain,0
and fuck the faggot usa any nation that prides itself on being the first white nation of immigrants and cucks itself to death by allowing itself to become the minority deserves to wiped out you deserve your death you can not treat collective suicide like this not great loss to humanity,hate_xplain,0
the communists insist shitskin foreign invaders are real americans they can label it any way they want so long as we hurry up and get to the civil war and ethnic cleansing two of my favorite american traditions welcome to the continent,hate_xplain,0
really sick of everyone in my daily life being a selfish kike,hate_xplain,0
<user> <user> lets keep spamming ching chong so we can see this buffoon exploit the definition of racism,hate_xplain,0
<user> apparently there is some weird edl type plotline too one of the old main gay characters has been groomed to become a muzzy hater lmao,hate_xplain,0
enjoy being a childless nigger fucker,hate_xplain,0
if euro americans can care for the welfare of whites being hurt in south africa i would truly be a worthless nigger if i ignored their problem as well as my brethren causing said problems your kind words are appreciated though undeserved end,hate_xplain,0
the sad sack south worshippin the football nigger on saturday and the jew jebus on sunday,hate_xplain,0
i would repatriate all mongoloid negroids if i had the power at this very moment giving each negroid and mongoloid as many jews as they wanted as slaves as an incentive to leave until all of them were gone,hate_xplain,0
<user> lmao lemme go find a stick so i can pay some faggots to fuck you like a faggot faggot,hate_xplain,0
never open your door to a muslim shit skin cop or if you do be prepared to kill the fucking nigger because as has been demonstrated if you call a muslim cop especially after the minnesota muslim got away with murder they know they are above the law,hate_xplain,0
fuck you braden you dumb houston white trash fuck,hate_xplain,0
i know it bullshit a sheboon can torture a white disabled man because she hates white people and she just gets probation if a white person commits some light vandalism and throws some bacon around they get <number> years in the fucking slammer,hate_xplain,0
oh yea i hate jews but also hate their moslum cousins no semetic sand creatures allowed in white nations with jews you lose ban islam,hate_xplain,0
imagine unironically believing the high iq kike meme,hate_xplain,0
imagine if someone wrote a <number> page racial history of jews white interactions in europe and casually noticed that millions of jews had been baptized and became faithful productive citizens that reversed is what i hold e michael jones has done teamwhite,hate_xplain,0
who are u faggot why are u in my group running ur mouth like i give a shit oh wait random boomer oh shit lol how did u wander into my group u drooling retard,hate_xplain,0
why has this happened mr kike lover they were expelled <number> times in previous civilizations chosen thiefs of satan is the problem of humanity if you dont belief me ask jesus he too was a national socialist then jews killed him you are missing the bigger picture mr kike lover,hate_xplain,0
if u freinds wit a jew or nigger den u ain t no freind of mine,hate_xplain,0
he has special privileges because he a rich kike billionaire,hate_xplain,0
<user> get well soon ching chong 😌,hate_xplain,0
im anti racism but pro normalizing words like faggot and nigger and kike and so on theyre just words lmao,hate_xplain,0
fbi is all niggers or spiritual mental niggers they get the info that their master demand and fill out the required paperwork like perfect house niggers,hate_xplain,0
currently listening to not any of that nigger rap shit,hate_xplain,0
i want roy moore to win even if it only to hear all the kikes commie faggot scum screaming about inbred misogynistic toothless alabama hillbilly white trash,hate_xplain,0
the left wants you to believe that the word nigger defines a race but it does not it defines a character,hate_xplain,0
<user> you spray with insecticide and the niggers still walk by like bitch please or worse fly 🤣,hate_xplain,0
deport hogg wetback dyke,hate_xplain,0
they mostly help niglets with cancer so fuck em mr taylor does more to help white kids than anyone else ive seen 😎,hate_xplain,0
protesting immigrant rape hate crime,hate_xplain,0
the sales pitch claims brand new epic drama nothing epic was ever launched from either the ghetto or the jungles of darkie africa maybe they meant epidemic,hate_xplain,0
the message pm theresa may and her cabinet has sent with the airstrikes against syria is that they care more about syrian children than about the thousands and thousands of english girls being raped and abused by muslim invaders,hate_xplain,0
ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab 🐸 gtfo,hate_xplain,0
<user> <user> lmao larry are you a nigger,hate_xplain,0
sweden gov judiciary is at war with it own people this is not a miscarriage of justice it is a deliberate policy to subjugate the swedish people under islam legitimise moslem rape of swedes either the swede go to war now or they are lost,hate_xplain,0
i am sure there are some ghetto niggers here in the us that are full retard many can not even construct the simplest of sentences just nigger babble,hate_xplain,0
wow i seriously never realized that spic kids watch tv 🤔 i guess i always imagined them just smoking drugs making burritos and sleeping with their butts to the wall when uncle jose stumbles in wasted on taquila at <number> a m,hate_xplain,0
funniest thing i a northerner ever heard vacationing in florida from a grand old dame georgia belle next door was there always a nigger in the woodpile it becomes truer and funnier the older i get,hate_xplain,0
well obviously they must be a diverse group of morbidly obese transgendered persons some blacks hispanics some veiled muslims a few asians and a white girl i guess and they should replace the dallas cheerleaders,hate_xplain,0
yeah that dumb nigger just took all the evil of the kikes and blamed the nazis for it and actually expected someone to believe it i would call him jidf but he is so stupid i can smell the nigger stench through my screen,hate_xplain,0
i got blocked again some dumb nigger is mad that charlie rose did not hit on her she wanted to be a sexual abuse victim of a white man so she concocted that she was abused by not being abused i am hating blacks and browns more and more,hate_xplain,0
yet another sand nigger slaughters innocents hey libscum i hope your sweet little tender daughters are next you brought this scum here now live with it,hate_xplain,0
y know what most annoying about this dyke being allowed in the usaf the fact that she can not even get her sleeve length correct a slob and a degenerate,hate_xplain,0
certain degree no i am fully assimilated so you can kiss my american ass bitch worry about your own limey shithole infested by pakis raping your women cuck,hate_xplain,0
sand niggers thats why so many blacks are muslims,hate_xplain,0
i often wondered if the kike psycho tortured and brain washed him while he was incarcerated,hate_xplain,0
if you are a muzzrat in the uk you can say whatever you want they will even provide police escort when you are a native in the uk you are not so lucky for you escort to jail,hate_xplain,0
that because those tv students are jewish actors as is sheriff israel and the shooter himself the spic chick is just a spic,hate_xplain,0
road worn kikess on wrong side of <number> needs validation badly posts shitposter dms in transparent humblebrag remains divorced with no meaningful prospects will likely die surrounded by cats many such cases,hate_xplain,0
our government flooded us with shitlam not tommy,hate_xplain,0
unbelievable video super job by o keefe the gay nigger in the video needs to be gassed,hate_xplain,0
anything they say is a lie nigger just means black only blax use it becasue whites do not give a fuck about blax they just like controlling whites,hate_xplain,0
a radical moslem wants to behead you a moderate moslem wants a radical moslem to behead you,hate_xplain,0
i believe the ashkenazi jews are white europeans the rest are just another variety of sand nigger,hate_xplain,0
we have had a muzzie problem since that psychotic pedo mohammed started his death cult,hate_xplain,0
meanwhile the rat kike mark levin is ranting about muh free trade and protectionism,hate_xplain,0
<user> <user> but men get raped as well yeah by other men you fucking idiots,hate_xplain,0
listen to this fat bull dike liberal try to make a joke so sad liberal went out of style overnight,hate_xplain,0
dude financing and literally taking all their gold teeth and confiscating all their bank funds is not the same thing ok how about you research jews scheming for <number> fucking years kicked out of <number> countries <number> times for being around the corner yeah,hate_xplain,0
a nigger is shaped like a person but so is a gingerbread man,hate_xplain,0
as well as to promote islam and confuse christian values anyone not helping muslim refugees is not a good christian although they believe in the antichrist and christ was just a man,hate_xplain,0
it important to learn up on your kike varieties spotting yids can be the difference between life and death,hate_xplain,0
one time i went to chicago and there was a homeless nigger railing on about jews should we support him why or why not,hate_xplain,0
asians dont deserve happiness,hate_xplain,0
daily words of wisdom from our favorite chinaman weihan zhang on twitter my friends not listen eminem music criminality african culture learn nothing violent harm baby small pet dog classical music violin traditional chinese song please songsfordummies,hate_xplain,0
all of you trickshotting faggots are just variated clones of me muahahahaha,hate_xplain,0
why would any self respecting camel piss guzzling moslem give lurch the horseface the time of day,hate_xplain,0
the antifaggots attacking the faggots for offending the boy sodomising moslem faggots the leftie sjws shirt lifters islamofascists are now cannabalising each other pmsl,hate_xplain,0
no im waiting til i get bored shooting niggers in gta5 til i buy any new games 🤔,hate_xplain,0
i am a victim of rape by an illegal immigrant when i lived in texas mother fucker walks free yes went to hospital yes i went to the police do not you love border towns that protect their own,hate_xplain,0
even if this is true your faggot ass says it as if it were a bad thing,hate_xplain,0
says the swamp muzzie who fucks goats,hate_xplain,0
<user> to hell with your man white devil,hate_xplain,0
<user> yeah because white people have to deal with mobs of hyper violent shitskins,hate_xplain,0
<user> new look ching chong,hate_xplain,0
there a certain irony about mps talking about ethics condemning bradley higgins perhaps pedo tax dodging expense fiddling moslem cock sucking pro mass immigration anti british fascist traitor mps should take a long look in the mirror,hate_xplain,0
princess michael wore a nigger brooch to meet harry nigger jew fiancée 😂 judenpresse expresses outrage and offence 😂 😂,hate_xplain,0
i am watching the hulu fyre doc and i am jarule is a true nigger coon,hate_xplain,0
that happens with inbred sandwops from the middle east and africa so that is why never trust a word they utter taqiyyah deceit and lies muhammad says that is part of being a moslem shite,hate_xplain,0
lol <user> the protagonist from hulu handmaid tale is a mudshark and played by a scientologist the evil infertile wife is played by a beautiful polish girl i think i will like this show for all the wrong reasons it like seeing inside the head of a hollywood executive,hate_xplain,0
they did not seem to mind when bull dykes were rolling them across wh lawn during the past <number> yrs,hate_xplain,0
"joooj, teraz očista? nevyšlo mu nič, smutné, ale naozaj nič.",tuke_sk,0
user42091 aj náš,tuke_sk,0
jedno pivo 9€ s pohárom,tuke_sk,0
spolky boli vždy čertové volky preč z únie je to pre nás pohroma,tuke_sk,0
"nemeckí milionári geissenovci asi nemali, čo jesť chudáci, ale o ľudí na slovensku sa vôbec nestarali a doviedli slovensko ku krachu… papalášizmus",tuke_sk,0
tak to uz je jiny level,tuke_sk,0
"user24317 aká občianska vojna,žeby ovce prepadli baču ?skôr je to o tom kto bude predávať ropu a plyn",tuke_sk,0
podnikatel..zoberie prachy od ludi a cau,tuke_sk,0
"user40231 ,a kto by bol schopny?",tuke_sk,0
user19388 ozaj pan hokejista užíva si co zarobil  nie ukradol ako napríklad politik sulik a ostatný a ako nad,tuke_sk,0
user21463 zaslúžene,tuke_sk,0
medzinarodny trestny tribunal nezvladol zatknut 75 %vojnovych zlocincov 1939-1945,tuke_sk,0
cervena je viac nez vystizna.,tuke_sk,0
"user4226 skôr by som povedala,že...  rusko, krajina obmedzencov...",tuke_sk,0
"proste ona si neuvedomuje ani s tým indom v anglicku že keď sa ruský medveď rozhodne tak budeme ohrozený existenčne keby len kiev dostal jednu "" včelu "" s atomovou zmrzlinou !!!!??",tuke_sk,0
"user29916 presne to iste 20 krat vyklikane miesta a ani raz ich nepridalo do kosika, ze vytazeny server. velki amateri chlapci v ticketmedia.",tuke_sk,0
"neútočte na pána naďa!!! je to maximálne úprimný človek.  len sa naňho pozriete a vidíte: čo na hlave, to aj v hlave",tuke_sk,0
kde bol doteraz ten pán docent burda? a prečo mlčia ostatní?,tuke_sk,0
user34598 presné tak správne pán fico,tuke_sk,0
ten vedľa neho je jeho brat?...,tuke_sk,0
"user43465 ahojte, vaše komentáre stoja za pozretie. som tu nový v tejto skupine, rád ťa spoznávam chalan je tu... skúšal som ti poslať žiadosť o priateľstvo, ale vyskytla sa chyba môžeš mi prosím poslať žiadosť o priateľstvo, ak nie myslis dufam ze ta neotravujem..??",tuke_sk,0
no tá kytica je hrozna....,tuke_sk,0
no nemusia tie slovanky... či sú to česi alebo slováci...,tuke_sk,0
". aj ja mu zelam, skoda by bolo keby si neodsedel zvysok",tuke_sk,0
"nechajte si vašu markízu, jojku aj rtvs... ...",tuke_sk,0
"user35480 počkajte si o koľkých eurách budú po voľbách. ja som v r. 2013 dostávala opatrovateľský príspevok ,,úžasných,, 18,70 eur. takže si veľké ilúzie nerobím.",tuke_sk,0
veď už roky o tomto hovoria a ľudia mu stále naletia bol by blázon  keby nezobral,tuke_sk,0
"user17a kde má manželku ficiak, tú ktorú podvádzal s pobehlicou troškovou.",tuke_sk,0
user36215 vratane fico a spol,tuke_sk,0
user22433 sám si chorý prečo by mal ísť keď ho vyradil 2mesiace dozadu z taktických dôvodov? ja by som tiež nešiel. calzona jedna veľká katastrofa zatiaľ.,tuke_sk,0
user20996 zdroj ?a aj keby tak jeho dovolenka sa naplninked orkovia vypadnu z krymu,tuke_sk,0
"ved toto sme tu mali aj my pred rokom 1989 a ako to tak sledujem, aj k tomu zase spejeme, ak sa nespamätáme vo voľbách...",tuke_sk,0
podľa mňa kollár už má svoj program... o 9 mesiacov uvidíme,tuke_sk,0
user39984 koho som urazila?,tuke_sk,0
vďaka takýmto odborníkom na slovensku sme sa dostali do zabudnutia,tuke_sk,0
je jedno ako to skončí. už teraz ste borci.....,tuke_sk,0
"user26383 dam vam jednoduche otazky. pripustne teda, ze druhy rodic odhodil dieta tak, ze ho mohol zabit. vy by ste ho nasledne fyzicky napadli, ako pisete, nezdrzali by ste sa a zbili ho ha to, ako sa chova k dietatu. nechali by ste to dieta aj nadalej v starostlivosti rodicovi, ktory nieco take urobil vasmu dietatu? a pripadne, splodili by ste s nim dalsie dieta?",tuke_sk,0
"a naša vláda čuší ako voš! teraz koncom mája sa to má podpisovať! do pekla ľudia,spíte ako tá voš?",tuke_sk,0
"na školách sa má vyučovať na základe pravdy a nie podľa náboženského presvedčenia. deti sa majú vyučovať v pravde, nie v klamstve. tak skôr na hodinách náboženstva by mali rodičia podpisovať súhlas s výučbou niektorého učiva.(90%)",tuke_sk,0
user38288 komicke ked to povie taka co kazdeho co ma iny nazor odsudzuje  ocividne nestaci len citat... treba sa tym aj riadit... ale to ocividne nedokazes  ten co si mu v hrubom creve zalezena detto  holt to je tak s ludmi co sa za krestanstvo len schovavaju vtedy ked sa im to prave hodi,tuke_sk,0
user37605 user590 vlasto.,tuke_sk,0
user36671 user590,tuke_sk,0
tento rok je akýsi šialený. tak uvidíme.,tuke_sk,0
"vážne niekto chce, aby postúpili? po tých predchádzajúcich dvoch zápasoch? a ďalšia vec, vážne potrebujete od američanov alebo švédov fasnúť 6 a ísť domov o dva dni neskôr?",tuke_sk,0
user18465 choď sa liečiť sudruzka,tuke_sk,0
user32588 svajčarsko máme hned po kanade vo stvrtok,tuke_sk,0
je to špekulant on zase niečo vymysli,tuke_sk,0
"user42462 dobrý deň, vaše príspevky sú zaujímavé.  ešte nie sme priatelia, ale chcem byť tvoja kamarátka.  nechcem byť drzý a poslať žiadosť bez povolenia.  ak vám to nevadí, pošlite mi žiadosť o priateľstvo.  buďme priatelia.  ďakujem veľmi pekne",tuke_sk,0
si veľmi dobrí spekuland,tuke_sk,0
"user375 ale áno, znie to tak",tuke_sk,0
"user21898 dobrý deň, vaše príspevky sú zaujímavé.  ešte nie sme priatelia, ale chcem byť tvoja kamarátka.  nechcem byť drzý a poslať žiadosť bez povolenia.  ak vám to nevadí, pošlite mi žiadosť o priateľstvo.  buďme priatelia.  ďakujem veľmi pekne",tuke_sk,0
"user34395 no a ja zase nerozumiem o čom točíte, keď teraz prešla zmena ústavy 76 hlasmi, že vláda nebude odvolatelná referendom. vysvetlite mi to prosím.",tuke_sk,0
user27717 to sú mimoriadne nadané deti,tuke_sk,0
user35677 koment co nemá ani hlavu ani pätu,tuke_sk,0
a ved tak maximalne spolu zalozia nadaciu pre tyrane zeny a potom jej spravi dieta..,tuke_sk,0
user40332 a kto nám ho berie ?,tuke_sk,0
u chlapov to takto funguje,tuke_sk,0
no čo k tomu dodať ?,tuke_sk,0
to už nie je v poriadku mozeme byt sebestačny tak netrep !,tuke_sk,0
za 3€ si radšej kúpim nanuk,tuke_sk,0
hnus  zavrit  na dozivoti,tuke_sk,0
user29645 13 a 14 áno,tuke_sk,0
user7924 ...a ty si porazená,tuke_sk,0
"toto je ešte lepšie ,ako starý dobrý bromhexin s vodkou",tuke_sk,0
user22622 nikdy nehovor nikdy aby sa to v budúcnosti nestalo aj tebe,tuke_sk,0
user7615 rhcp...to by som sla,tuke_sk,0
drzim palce chlapi vela psychickej a fizickej sily prajem v tomto naricnom obdoby,tuke_sk,0
user41688 bolo v akcii a potom mi rozdiel vratili,tuke_sk,0
drzim palce chlapi vela psychickej a fizickej sily prajem v tomto naricnom obdoby,tuke_sk,0
user10992 jasneee remisova už podnikla potrebné kroky...,tuke_sk,0
"user16514 veru,tomu tam musí byť mooooc dobre....",tuke_sk,0
keby tolko neoctoval tak by k nemu mobilny internet nemusel ist elektrickymi drotmi,tuke_sk,0
user21110mal by prepocitat kolko maju poslanci v porovnani s hdp,tuke_sk,0
user40231 každý podľa seba,tuke_sk,0
ked mal to lešenie kolo tej sprostej hlavy bol krajsi. tu vypada jak potkan.,tuke_sk,0
user499 batoľatá.,tuke_sk,0
majú už novy produkt? tiež bude taky pokazený ako tie 2 predošlé?,tuke_sk,0
"pracovníci ministerstva posudzujú publikáciu, r. 2023, kolorizované.",tuke_sk,0
user22696 ako pismeno “s” z genitivu,tuke_sk,0
"ten pocit,keď si uvedomiš,že co2 je dôležitá súčasť fotosyntezy pre biosferu na zemi,ale ani za boha nevieš dokázať žiadnym prírodným zákonom jeho ""škodlivosť""  ....",tuke_sk,0
"user9998 a toto je veta kde začínam chápať že už som ""starý "" nokia 3310  zbraň hromadného ničenia",tuke_sk,0
"user34517 a nie???kde žijete??prileteli dnes z inej planéty,alebo nič nechápete čo sa deje.",tuke_sk,0
rad by som sa k tomu vyjadril.,tuke_sk,0
ta ten tam bude tak do novembra,tuke_sk,0
user19216jaky poslusny,tuke_sk,0
"user4 chvíľu po tom, ako ich urobí.",tuke_sk,0
konečne sa podarí urobiť zo slovenska švajčiarsko.,tuke_sk,0
user34568 a čo si zistila?,tuke_sk,0
"ten mŕtvy hmyz na okne je kvôli tomu, že dotyčný svieti dlho do noci.",tuke_sk,0
bola to drina 7 mesiacov z pohárikmi v rukách,tuke_sk,0
čo od záhorí môže niekto čakať,tuke_sk,0
user21429 mal by im to ukázať a vysvetliť tréner aj s asistentami . od toho sú tréneri .,tuke_sk,0
user5510 ak myslite!!!,tuke_sk,0
user30903 joo čoveče to je taká liberálná vizitka inteligencie že?,tuke_sk,0
"user36765 ahoj ako sa máš veľmi ma zaujal tvoj profil máš pekný komentár  nech ti boh dá všetko čo v živote hľadáš nech ťa boh chráni a boh ťa žehná amen. veľmi rada ťa spoznávam prosím môžeš poslať mám žiadosť o priateľstvo  ak ti to nebude vadiť, aby sme si mohli pokecať a spoznať sa, možno sa z nás stanú najlepší priatelia, ďakujem veľmi pekne za pochopenie",tuke_sk,0
user21598leno slabý výkon rozhodcov veľmi veľmi..,tuke_sk,0
čudujem sa p.fico že môžte sedieť v jednej miestnosti s takou sprostaňou ako je remišová,tuke_sk,0
uz v januári bolo neskoro!!! heger sa vzdal a teraz čo????,tuke_sk,0
jsou výborný ty jejich dialogy!!,tuke_sk,0
user26156 prečo by mali podporovať súkromný byznis?,tuke_sk,0
[Vi ved godt hvilken løsning politiet ville have foretrukket.]( URL,dkk,0
Ja det kunne have gået helt galt.,dkk,0
"En udmærket dag til at supplere vore planer om at tage Skåne og Norge tilbage, med en plan om at tage Estland tilbage. Det har ikke umiddelbart nogle negative sider så vidt jeg kan se. ",dkk,0
Så skal chefen have lønforhøjelse igen,dkk,0
Har du noget overskuds medicin du vil donerer til hende da?,dkk,0
"Jeg mener ikke at en mand er mere troværdig. Jeg konstatere blot det faktum at vi lever i en tid, hvor en kvinde kan sige hvad som helst og ordensmagten hopper i med begge ben. Jeg siger ikke at det sker hver gang, men det sker for mange gange.",dkk,0
[Egon om smør](URL,dkk,0
"Første gang jeg så narkohunde på RF var i 2014, i øvrigt selv tæt på at blive busted med en joint - der var det år allerede begyndt at være en del der brugte alternative lovlige rusmidler, som f.eks. nitrogen - man så enkelte brugte patroner ligge rundt omkring. Sidste år *flød* det med brugte nitrogen patroner.   Det er misforstået indsats, når man systematisk bruger snifferhunde. Yeah sure, woup-ti doo, vi får knaldet 50-100 personer for en enkelt joint, tilgengæld er der nu 1000 vis af folk, der unødigt sætter livet på spil.   Det vil ikke komme bag på mig, hvis RF i år så dødsfald som følge af nitrogen eller andre syntestiske ""lovlige"" stoffer.",dkk,0
Du opsummerer DF hykleriet meget godt,dkk,0
Det er jo hendes valg og det skal ingen andre blande sig i,dkk,0
hvilket spil er det?,dkk,0
opstemmer,dkk,0
"Den her meme er godt nok gået langt siden hende der med hendes prom dress, men jeg synes alligevel en Lego kjole er redt sejt lavet, om end den nok må være ret stiv (og lidt tung) at gå i.",dkk,0
"Så længe det ikke skader dansk erhvervsliv eller samfundets allerrigeste, kommer den nuværende regering ikke til at gøre noget ved problemet. Så nej, sandsynligvis ikke.",dkk,0
Lene har vidst været lidt for meget på strandferie i Napoli  [URL,dkk,0
"Jeg har en 10-årig nevø der spiller mange af de der spil med gambling-esque tendenser. Det gør mig ret nervøs, især fordi han netop snakker om alle de aspekter ved spillene med et stort smil på læberne. Jeg tror, og håber, dog, at min bror har ret godt styr på hvad der foregår når min nevø spiller.   Alt det med loot boxes er virkelig noget svineri. Det er designet til at udnytte børn der ikke ved bedre, og folk der er disponeret til fx ludomani. Der skal virkelig strammes op. ",dkk,0
"Spiser du bare ukritisk alle planter, hvis nogen giver indtryk af at det måske er ok? Hvis det ikke er i grøntsagsafdelingen nede i brugsen, så hold lige lidt igen...",dkk,0
Desværre er Luxembourg oppe på 4.,dkk,0
Sexisme og racisme?,dkk,0
Hun er jo ikke dum. Jeg respektere da helt klart hendes handlinger,dkk,0
MMMMMmmmmmmhmhmhmhmmm  ''Deeeer er et yyyyndiiiiigt laaaaaaaaaaaaaandd.....'',dkk,0
"Fuck perkerne. ses på 4chan, tabere.",dkk,0
"Asyl er midlertidig beskyttelse, så ALLE, uanset hvilket land de kommer fra, skal hjælpes hjem igen",dkk,0
[Här är svensken.](URL,dkk,0
"HEY! Bilar er jo sådan det eneste gode der er kommet ud af Sverige og så var ham der Alfred Nobel fyren vel heller ikke værst, men så er der fandeme heller ikke mere der er værd at nævne.",dkk,0
F,dkk,0
Er der ikke lige en som kan indføre mig i denne meta?,dkk,0
På cirka 10 sider? Har han også glemt antallet af sider?  Billedet ligner ligefrem heller ikke en bog på 10 sider.,dkk,0
SALDO ER LAV',dkk,0
Verdenen er fuld af syge og og sindssyge mennesker der ikke har nogen skam i livet !,dkk,0
Fedt lavet!,dkk,0
Norge er nu ikke så slemt igen... AKA Svensken ain't got shit on us...,dkk,0
Han EJER ikke respekt for nogen eller noget....han er megaloman og psykopat,dkk,0
"dem der bliver tvunget ind i branchen og ikke kan komme ud af Det, pga en syg alfons, ja de fortryder og ville ønske livet havde givet dem bedre kørt på hånden... men dem der vælger se et frivilligt og nyder Det, de fortryder nu nok næppe....",dkk,0
Är det Dannebrog? Den har andra proportioner.  URL#/media/File:Flag_of_Denmark-proportions-da.svg,dkk,0
Legender dør aldrig,dkk,0
Pjece,dkk,0
Passiv aggressiv måde at kalde dig for et pikfjæs,dkk,0
så kom venligfolket med kortet,dkk,0
har I fået nyt job som historielærer?,dkk,0
"Didn't work too well, did it? URL",dkk,0
"Gu skal vi ej hjælpe dem mere, de for rigeligt i forvejen",dkk,0
